RPI	ara5p	r5p	ru5p-D	E_total	pH	Temp	FileFlag	Target_Data
0.830637583557929	0.027182818284590453	0.0008426673910243733	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.09090909090909088
0.830637583557929	0.027182818284590453	0.0013355378115434973	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.13680688860321003
0.830637583557929	0.027182818284590453	0.002116684785789701	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.2007600089131017
0.830637583557929	0.027182818284590453	0.0033547193075841083	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.2847472489508014
0.830637583557929	0.027182818284590453	0.00531687179320791	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.3868631798468568
0.830637583557929	0.027182818284590453	0.008426673910243732	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.49999999999999994
0.830637583557929	0.027182818284590453	0.013355378115434972	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.6131368201531431
0.830637583557929	0.027182818284590453	0.021166847857897027	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.7152527510491988
0.830637583557929	0.027182818284590453	0.03354719307584108	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.7992399910868982
0.830637583557929	0.027182818284590453	0.053168717932079126	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.8631931113967899
0.830637583557929	0.027182818284590453	0.08426673910243733	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/relRateFor_r5p.txt	0.9090909090909091
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0.027182818284590453	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/absRateFor.txt	2100.
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
