Priority	3psme[c]	pep[c]	pi[c]	skm5p[c]	param_PSCVT_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	0	0	0	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\haldaneRatio_1.txt"	172
1	0	assumedSaturatingConc	0	3.599999999999996e-7	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.09090909090909083
1	0	assumedSaturatingConc	0	5.705615492860005e-7	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.13680688860320994
1	0	assumedSaturatingConc	0	9.042791153434487e-7	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.20076000891310172
1	0	assumedSaturatingConc	0	1.4331858139925905e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.2847472489508015
1	0	assumedSaturatingConc	0	2.2714464401286926e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.3868631798468567
1	0	assumedSaturatingConc	0	3.5999999999999964e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.4999999999999998
1	0	assumedSaturatingConc	0	5.705615492860005e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.6131368201531429
1	0	assumedSaturatingConc	0	9.042791153434487e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.7152527510491985
1	0	assumedSaturatingConc	0	0.000014331858139925903	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.7992399910868982
1	0	assumedSaturatingConc	0	0.000022714464401286923	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.8631931113967898
1	0	assumedSaturatingConc	0	0.00003599999999999996	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.9090909090909091
1	0	assumedSaturatingConc	0	3.200000000000002e-7	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.09090909090909097
1	0	assumedSaturatingConc	0	5.071658215875569e-7	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.13680688860321014
1	0	assumedSaturatingConc	0	8.038036580830668e-7	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.20076000891310197
1	0	assumedSaturatingConc	0	1.273942945771191e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.28474724895080133
1	0	assumedSaturatingConc	0	2.0190635023366188e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.386863179846857
1	0	assumedSaturatingConc	0	3.200000000000002e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.5000000000000002
1	0	assumedSaturatingConc	0	5.0716582158755684e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.6131368201531433
1	0	assumedSaturatingConc	0	8.038036580830668e-6	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.7152527510491988
1	0	assumedSaturatingConc	0	0.00001273942945771191	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.7992399910868982
1	0	assumedSaturatingConc	0	0.00002019063502336619	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.86319311139679
1	0	assumedSaturatingConc	0	0.00003200000000000002	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_skm5p.txt"	0.9090909090909093
1	0	2.300000000000001e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.09090909090909094
1	0	3.645254342660564e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.1368068886032101
1	0	5.777338792472041e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.20076000891310192
1	0	9.156464922730433e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.28474724895080133
1	0	0.000014512018923044446	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.3868631798468569
1	0	0.00002300000000000001	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.5000000000000001
1	0	0.00003645254342660564	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.6131368201531432
1	0	0.00005777338792472041	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.7152527510491988
1	0	0.00009156464922730433	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.7992399910868981
1	0	0.00014512018923044446	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.8631931113967901
1	0	0.0002300000000000001	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.9090909090909092
1	0	2.100000000000001e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.09090909090909097
1	0	3.328275704168342e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.13680688860321016
1	0	5.274961506170126e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.20076000891310197
1	0	8.36025058162344e-6	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.2847472489508014
1	0	0.00001325010423408406	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.38686317984685703
1	0	0.000021000000000000012	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.5000000000000001
1	0	0.000033282757041683415	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.6131368201531432
