Priority	2dda7p[c]	3dhq[c]	pi[c]	param_DHQS_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/haldaneRatio_1.txt"	8.5e22
1	5.7e-7	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.09090909090909094
1	9.033891197028351e-7	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.13680688860321008
1	1.431775265960462e-6	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.20076000891310194
1	2.2692108721549328e-6	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.2847472489508013
1	3.5964568635371007e-6	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.3868631798468569
1	5.7000000000000005e-6	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.5000000000000001
1	9.033891197028351e-6	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.6131368201531432
1	0.000014317752659604621	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7152527510491989
1	0.000022692108721549327	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7992399910868981
1	0.000035964568635371005	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.8631931113967899
1	0.00005700000000000001	0	0	1	6.8	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.9090909090909092
1	6.000000000000003e-8	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.09090909090909097
1	9.50935915476669e-8	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.1368068886032101
1	1.50713185890575e-7	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.20076000891310194
1	2.3886430233209827e-7	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.28474724895080133
1	3.78574406688116e-7	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.386863179846857
1	6.000000000000003e-7	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.5000000000000001
1	9.50935915476669e-7	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.6131368201531433
1	1.50713185890575e-6	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7152527510491988
1	2.388643023320983e-6	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7992399910868984
1	3.78574406688116e-6	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.8631931113967901
1	6.000000000000003e-6	0	0	1	6.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.9090909090909092
1	5.500000000000003e-7	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.09090909090909095
1	8.716912558536133e-7	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.13680688860321014
1	1.381537537330271e-6	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.20076000891310197
1	2.1895894380442344e-6	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.2847472489508014
1	3.4702653946410634e-6	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.38686317984685703
1	5.500000000000003e-6	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.5000000000000001
1	8.716912558536133e-6	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.6131368201531433
1	0.00001381537537330271	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7152527510491989
1	0.000021895894380442343	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7992399910868981
1	0.000034702653946410634	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.8631931113967901
1	0.000055000000000000036	0	0	1	8.5	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.9090909090909093
1	4.1499999999999975e-6	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.09090909090909086
