RPI	r5p	ru5p-D	E_total	pH	Temp	FileFlag	Target_Data
0.830637583557929	0.00029901099951027283	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.09090909090909093
0.830637583557929	0.00047390049759482496	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.1368068886032101
0.830637583557929	0.0007510816725419719	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.20076000891310178
0.830637583557929	0.001190384229794079	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.28474724895080156
0.830637583557929	0.0018866318622137023	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.38686317984685714
0.830637583557929	0.0029901099951027284	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.5000000000000001
0.830637583557929	0.004739004975948249	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.6131368201531432
0.830637583557929	0.007510816725419719	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.7152527510491986
0.830637583557929	0.01190384229794079	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.7992399910868984
0.830637583557929	0.018866318622137022	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.8631931113967902
0.830637583557929	0.02990109995102728	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/relRateFor_r5p.txt	0.9090909090909092
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
0.830637583557929	0.027182818284590453	0	1	7.5	37.	/home/danz/Dropbox/Kinetics/Enzymes_new/RPIb/Parameter_Fitting/Development/absRateFor.txt	52.
