GND	6pgc	co2	nadp	nadph	ru5p-D	E_total	pH	Temp	FileFlag	Target_Data
0.06042289594503896	0.000025280021651618786	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.09090909090909088
0.06042289594503896	0.00004006613422092019	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.13680688860321003
0.06042289594503896	0.00006350054337496969	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.20076000891310186
0.06042289594503896	0.00010064157891257096	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.28474724895080117
0.06042289594503896	0.00015950615329707175	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.38686317984685686
0.06042289594503896	0.00025280021651618786	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.49999999999999994
0.06042289594503896	0.0004006613422092019	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.6131368201531431
0.06042289594503896	0.000635005433749697	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.7152527510491987
0.06042289594503896	0.0010064157891257108	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.7992399910868984
0.06042289594503896	0.0015950615329707173	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.86319311139679
0.06042289594503896	0.002528002165161879	0	0.005436563915141007	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_6pgc.txt	0.909090909090909
0.06042289594503896	0.005436563915141007	0	0.000013319580524077901	0	0	1	8	25.	/home/danz/Dropbox/Kinetics/Enzymes_new/GND/Parameter_Fitting/Development/relRateFor_nadp.txt	0.090909090909091
